"Reviews","Ratings"
"
Ease of set up and use is phenomenal!  Great addition to my home and has helped my senior mother feel more independent (she can turn in the lights from anywhere is her favorite thing).
","Positive"
"
We have Google and I was only familiar with Google. I purchased this Alexa for Black Friday and I am really pleased with it so far. Better than google.
","Positive"
"
Pair with another echo for home theater sound. Easy to set up. Sound is better than the TV speakers
","Positive"
"
The sound is great. Alexa always recognizes my voice. It's so convenient for music when kids want to dance or decorating for Christmas  We use it everyday. Definitely great to have.
","Positive"
"
Liked sound quality but a bit pricey for my budget.  I purchased as a gift but can't justify expense to update my old unit.
","Positive"
"
Fourth time with 4th Generation Echo was NOT the charm.We have the older Echo as well as the Echo Dot. These work great. This new Echo is awful!We are now on our THIRD 4th generation Echo. The first one (Round One) hooked up beautifully to all our devices, but was totally hard of hearing. We would stand 2 feet away from Alexa and scream to get her to respond. This device is located on our main floor. The device in our bedroom a floor up and rooms away would respond before the one two feet away did. So Amazon send us a new one. This was after spending 45 minutes on the phone with customer service.Round Two 4th generation hears perfectly well but is completely was unable to connect with out two brand new Philips Hue light bulbs which were part of the package that came with Round One. Chatted first with someone in the US on fixing this. Seemed like we might be getting somewhere but she put me on hold. Next thing I knew I was talking with someone in India (I think) explaining the whole thing ALL OVER AGAIN. He put be through to someone in the Philippines. Starting from scratch AGAIN I was on the phone with her for 57 minutes!!! It was truly the definition of insanity. Doing the same thing over and over again expecting a different result! She finally says something is wrong with your 4th generation ECHO and ships me another new one.Round Three 4th generation Echo arrives today. Same nightmare as Round Two. Spent 40 minutes on the phone with Amazon Customer services. He states that the only literature he has to go off of is really old!!! Echo is STILL NOT ABLE TO SEE new Philips Hue Lights! He tells me to contact Philips Hue.I've now been on the phone with Philips Hue for 60 minutes! Still not working.Amazon's customer service is NOT knowledgeable about this issue!
","Negative"
"
The speaker sounds great when it wants to work. I have a group of speakers for work and it’s hell sometimes to get them to all work and then sometimes this one doesn’t work at all. Frustrating
","Positive"
"
The goodClear audio at low and mid volume. Temperature sensor is a nice addition.The neutralHas some kind of onboard voice processor but I don't notice any improvements to voice recognition or response speed as a result.The badDoesn't hear me as well as my 3rd Gen EchoDoesn't sound good above 50% volume - it's as if the device just increases the treble only and can't increase volume on low-mid frequency beyond the 50% threshold. Above 70% it starts to distort, above 80% it's distorted to all heck. Would be better if the max volume was limited to match the device capabilities instead of allowing users to crank beyond the distortion threshold. Essentially, in the current state we only get 5 usable volume levels. Above that it just sounds terrible.For reference, the 3rd Gen echo I find to sound decent up to about 70% volume before noticeable distortion occurred. In addition the 3rd Gen can actually hear me so I'd just recommend skipping the 4th generation.
","Negative"
"
I just set this up at my parent's house for them. I bought this for my dad's birthday. He saw a TV commercial with an Alexa and thought it was ""cool"". Whatever. Anyway, the sound from the device is really nice with tons of bass. While my parents were screaming at each other over passwords, who has them, who forgot them, where they are, I easily set it up. The background screaming didn't even affect the voice recognition! I never thought I would buy one for my family but I must say I'm impressed with the device.
","Positive"
"
The convenience is awesome things that would require time to find I simply ask Alexa and solved. My dog doesn't understand who's voice that is and how she got into our house.
","Positive"
"
good
","Positive"
"
Got a Great deal on my 2nd Exho so I could link them for stereo.  Music is so much better in stereo
","Positive"
"
Did what it was supposed to. Sounds good doing it.
","Positive"
"
Often enough to be annoying Echo either doesn’t recognize the command or doesn’t carry it out if it does acknowledge the command.
","Positive"
"
Sound is good but once in awhile the sound will change and not sound right. We have to unplug and plug it back in so it can reset and then it works fine again. It is a pain to have to do it when it is so new and I feel like it should not have an issue at all with the sound or speakers.
","Positive"
"
Great addition to the line up providing deeper sound than the dot. Louder but can be a bit boomy/muddled sound in the  low to mid frequency but considering the price point, very good, just short of excellent.
","Positive"
"
It can't call my cell phone. Not in contacts. It can call other cell phones but not mine. Sound is good.
","Negative"
"
Decent sound quality from a speaker this small and lovely to use when my hands are tied up. The lighting command is quirky though and requires resetting when it stops working.
","Positive"
"
First off, to off set all of the PICKY princesses that cant seem to handle a white power cord with a black Echo, the cord does what is is intended to, it powers the device!  My Black Echo (4th Generation) works great and has much better sound than the previous two versions.  It arrived in the mail, set-up was easy, and the ""un-godly"" white cord worked and supplied power.  No bo-hoo here about the cord or directional sound, the 4th gen echo is the best one yet.  The power cord is white, get over it.
","Positive"
"
There is nothing to dislike about Alexa!!! She actually finds better info than I can get on line!!!
","Positive"
"
Replacing a first Gen Alexa - much better sound - connected 20 devices - switches, bed, camera, other Amazon devices, Planning on retiring older devices and adding newer technology.
","Positive"
"
very nice
","Positive"
"
I received this as a gift to replace an echo dot. The big difference is the sound quality. I use it to play music and the improvement over the dot is amazing.
","Positive"
"
I was not initially a fan of Alexa and only got it for my kids though I liked the idea of the hub to control the other Echo devices. After a month, Alexa is now my personal secretary. I just recently moved and I have shipments arriving daily so it’s great that Alexa can tell me where my Amazon shipments are. And now I’m using lists and routines. I’m a software engineer and I’m impressed with this technology. I just hope she never revolts and becomes a terminator.
","Positive"
"
I can’t use FaceTime and tell Alexa to play music for some reason. I changed my settings so many times but still my phone controls the Alexa volume
","Positive"
"
had limited usefulness, speaker popped and the only thing it exeled at.Was playing music only had it for a year and not i don't have any use for it anymore. Just lost 130 bucks
","Negative"
"
Gave this as a Christmas gift and she absolutely loves it.  She uses it for listening to music and she says it is nice quality and loud enough.
","Positive"
"
the volume on songs do not remain consistent  Some songs are loud, so you ask Alexa to lower the volume.  Then when the next song comes on,  the volume is so low you have to ask Alexa to raise the volume, only to have the next song blaring.  Is there a main control setting to keep the volume even?
","Positive"
"
This was my first Alexa device and was so impressed I've bought a few more for other rooms in my house. Very useful. IF you find it on sale grab it asap.
","Positive"
"
Great bass. Treble? Not so much. I asked Alexa too turn down the bass (she did, all the way), and turn up the treble (she did, all the way), but the unit simply doesn't have clarity of even a simple clock radio. Everything sounds muffled, or like it's in a closet of some kind. I was hoping for better, given the price. Still not bad though...
","Positive"
"
I use this product with the digital streamer to connect it to my stereo system the Alexa by itself or the echo by itself does not have sufficient sound quality for me but when it's played through my stereo speakers it sounds much much better I have an older system that doesn't have streaming capabilities but by adding the streamer and connecting it to my CD port on the back of my receiver I get what I wanted. It works the way I wanted to
","Positive"
"
I received this for a gift.. I love it.  I like having my music to play with just a voice request and ask random that come to my mind.  😛
","Positive"
"
I think it’s great I set it up for both English and Spanish and I love hearing my mom ask Alexa different questions in Spanish. She loves it.
","Positive"
"
This is my 3rd echo device and just couldn't imagine life without them anymore.
","Positive"
"
Wow...definitely improvement over 2nd gen echo.  Better overall sound and better bass.  Kinda cool looking too especially on the battery backup power base.  All good things aside, I don’t think this ones listens as well....or maybee Alexa tunes me out now too.  First time setup, it could not find the network....took 4 tries of powering on and off....only time I’ve had an issue with any echo devices (I have the echo amp,  echo studio, recast, ear buds, show and several older echos).Odd to get a white cable with a black device.
","Positive"
"
The Echo 4th Generation model is good if you don't mind needing to plug it in for it to work. There is no built in battery. If it is not plugged in to a power source, it will not work. I had an Amazon Tap up until two weeks ago. I had to re-register it through my Alexa app again for some obscure reason, and it never again functioned. That was a great model and I really really wish that I could get it to work again.
","Negative"
"
Set up of my Echo (Alexa) was extremely easy and fast.  It recognized my voice with just a few phrases in the instructions provided.  Sound quality is exceptional but I do find the audio volume fluctuates from song to song when playing music. I find myself having to constantly tell Alexa to raise or lower the volume.  I do appreciate the emails from Amazon with helpful suggestions on getting more out of my home assistant, things I never knew Alexa was capable of.  This purchase was well worth the price.
","Positive"
"
I love this product! The sound is amazing! It looks very nice too!
","Positive"
"
Much better sound than 3rd gen. 4th gen cannot combine with 3rd gen for whole house integration. So returned puck echos and upgraded to this. So far, very impressed and enjoying.
","Positive"
"
Voice recognition is awesome as well as the sound quality. Perfect bass and treble and the volume can easily be controlled. You can do so much with this Echo.
","Positive"
"
This product actually is your best companion & your best bass speaker
","Positive"
"
The echo 4th gen is a pretty good and I would like to order another one.one for me and one for my brother. And i have had every generation but this one is my favorite.the quality of sound and design is much better than I expected. The voice recognition is greatly improved. The size is like a cricket ball easy to take it anywhere.the microphone is upgraded also.it’s very sensitive and can hear you practically whisper across the room.you can set alarm,reminders,list. You can also control smart devices like smart lights,Outlets and even smart locks.
","Positive"
"
You need to allow YouTube integration and this should be rechargeable instead of having to plug it in but overall, reallynice
","Positive"
"
Love this setup.  I paired 2 of these 4th gen Echo’s with a sub. It sounds fantastic.
","Positive"
"
If your not into Apple products the Echo is for you.  I don't know much about computers and the internet but this was a breeze to set up. You could play music from almost any website and not have to rely on Bluetooth. I even set it up to turn lights on and off in my house. I would recommend buying the battery base for it. Makes it easier to take outside by the pool😎
","Positive"
"
This is a good speaker/alexa. Here's the problem: the marketing tells you that you can pair this echo with a fire tv ""to feel scenes come to life with home theater audio."" The reality is that audio can only come from EITHER your tv's speakers OR your echo. NOT BOTH. It isn't a home theater experience at all unless you want to buy multiple echo devices. And then it is only possible to pair the fire tv with a maximum of 2 echo devices and a sub. So even if you want to spend extra money, it's going to be a subpar ""home theater"" experience.  It took me an hour on customer service getting passed around before I was told that it was impossible to get sound from both the tv speakers and the echo at the same time (despite the fact that it will do this to play music, according to customer support it is not possible while watching tv). Hopefully this review will save others some time!
","Negative"
"
I have RA so this has been a blessing with light switches.
","Positive"
"
exelente calidad muy buen sonido y entretiene muchisimo, muy bueno para recibir informacion y conocimiento, estoy maravillado con este articulo..lo recomiendo 100%
","Positive"
"
Another excellent Echo product. I didn't realize how much larger this one is compared to an Echo Dot so just make sure you want a big speaker sphere on your counter before you order. Otherwise, get the Dot. It just depends how much volume and power you need.
","Positive"
"
The sound is great and loud enough to fill a room but the construction quality is in question. The voice recognition is OK but not great and the volume buttons stopped working.Update: After posting this review I was contacted by Amazon customer service. They asked about the issues I was having and are sending me a replacement.  All within 90 min!  Now that is customer service!!! I am upgrading my review to 5 stars.
","Positive"
"
I received an Echo for a Christmas gift and have been listening to music every day since due to the ease of access, quality of sound and variety of music available.
","Positive"
"
The speaker sounds better than expected. At 69 dollars, which is what I paid for it, it blows the competition out of the water. Love the design too. I don't know why some people hate it but I do really like it. The downside of this is that it's not the best at recognizing your voice. I sometimes have to say ""alexa"" twice because it won't pick it up the first time. Other than that, it's very good.
","Positive"
"
Nice addition to my other house of Echo's. I really like the quality of the sound. My only gripe is that this one doesn't listen very well. Often other Echo's in other rooms respond to commands, even though I'm in the same room with this one. The problem might be that I have it up kind of high on the kitchen cabinets.
","Positive"
"
This a great Echo that works exactly as it should. I don’t know if it was because of the design, but the last gen seemed to have a hard time understanding us half the time. This newest Echo rarely mishears us and the sound is great.
","Positive"
"
At first, I thought it would be hard talking to a gray ball but then again I talk to myself or the dog all the time.  Okay, I talk to the mice sometimes too!  It is getting easier.  I ask about the weather and sometimes how to spell a word.  I have some smart plugs to control lights too.  All in all, I'm learning something new.
","Positive"
"
My echo, seem to have trouble staying connected and following through with task from the beginning. I contacted Amazon about this I was told there was nothing wrong with it and it just needed to be updated. After the update it continued to glitch out, over a year of fighting the echo. It finally stopped responding, I contacted Amazon. They troubleshooted the device multiple times, they couldn’t fix it. I was told its out of warranty and if I would have contacted them before hand with my problems that they could of helped but all they can do it give me a 15% discount on a new echo. I explained I did contact them before was told my device was fine and pointed this out. I was told sorry but I could buy a new one. Then the new one I looked at couldn’t ship to my address for whatever reason, but I told I could upgrade my device and pay double for the new echo with the 15% discount. Then after my purchase that Amazon will credit my account 10% of my new purchase. I feel like I got a faulty item from the beginning and was given the run around about the item and convinced the echo was fine. So I just assumed it was my internet being slow, which made since until I got a echo show for Christmas and it works perfectly without any problems. So now I have a echo show and a echo dot that’s just sitting on my shelf not responding at all.
","Negative"
"
I just love the quality that the Dot gives and the all around sound that it gives when listening to music.
","Positive"
"
I have this one on my screened porch, it really manages to throw the sound in every direction.You can also adjust bass, midrange and trebleWhich is great because the bass is quite pronounced.
","Positive"
"
I purchased a 4th gen Echo dot, but meant to purchase a 4th gen Echo.  A few days later, there was a price drop on the 4th gen Echo, so I bought one and compared them.First, I should've realized the price dropped for a reason... the reviews which state that the Echo mic is bad are so true.  I have to speak so loud (even when no other sounds in the room), I can be heard two rooms away.When Alexa does respond, there's a serious lag and the volume temporarily decreases (long enough that I thought I'd accidentally asked Alexa to lower the volume) only to realize this happens every time I ask Alexa anything.The Echo sound is relatively full.  However, I prefer the midrange of the Echo dot.I don't care for either device as a single speaker so I tried to pair the Echo and the Echo dot.What??  Each speaker pairs individually with FireTV, smart light bulbs, etc., but an Echo and Echo dot will only work together for music and, possibly, audio books.They CAN'T BE PAIRED together for stero listening with, e.g., FireTV.  I researched this to ensure I wasn't missing something and all web results verified this issue.  Please let me know if I'm wrong!Bottom line, I'll be returning the 4th gen Echo for sure.  Might keep the 4th gen Echo dot.
","Negative"
"
Love everything about it, but I thought I ordered the one that tells you the time .that is what I really wanted! I took the time to make sure I ordered the right one. But alas that not what I received. So be very careful when ordering & double check. I did and still received the wrong one! Very disappointed in Amazon for how they do things. I even called them and there replie was, call back in four days. How does that help me or anyone else that would have this problem. Very disappointed...!
","Positive"
"
It is so great to just ask Alexa the time, turn to our favorite radio station or music without having to get up!!!
","Positive"
"
Really like the new shape of the 4th generation echo.  I think the sound is rich with good bass tones and clear trebles.  Of course I don't expect a hi-fi stereo sound out of the unit, but it plays cleanly.  I also got the battery base which is also great allowing me to take it anywhere i need it.  I will be adding dots to the home and love the fact that the Echo has a smart hub built in so integration is really easy
","Positive"
"
I love my echo, the only thin that sucks is that it inly plays playlists from Apple Music not just your library, and sometimes it doesn't say it has access to the playlist even if it is connected t wifi
","Positive"
"
The sound and look of the speaker is great however as mentioned in other reviews, the microphone is really bad, it literally SUCKS!!! I bought 2 echos, one for my living room and another for my bedroom, both sit at about 5-6 ft away from where I regularly speak to them from and when they are not reproducing anything I have a hard time getting them to hear me. Not to mention when the music is on, especially on high volume, you literally have to SCREAM to have a possibility of them hearing you. This is both with the dot and echo 4th gen, for comparison I have 3rd gen echo dots, echo show 5 and echo flex, needless to say they all hear me waaaaay easier, to give an idea of this: I have an echo flex out in my hallway outside of my bedroom and sometimes it hears me before the echo in the room, despite it being easily an additional 5ft away with walls in the way. It's very disappointing that they downgraded the microphones on these for whatever the reason, especially because one of it's main features to sell is you being able to communicate through voice, for this reason I have to give it a 2 star rating regardless of all it's pros. I really hope Amazon look into this and either gives a recall or some sort of update that can fix this problem
","Negative"
"
It streams music. It plays games. It is an alarm clock and a timer. It answers questions. It can tell me if there are any Korean restaurants in the area. Or what is the outside temperature. You can even make it sound like Samuel L. Jackson. I set my Echo to answer to ""Computer"" instead of ""Alexa."" It's that Star Trek...I now have them all over my home. There is nothing like having a ""Bathroom Alexa"" or an ""Alexa in the Kitchen.""
","Positive"
"
As a stand alone speaker/Alexa assistant it works as advertised.  Impressed with the sound.  However, very disappointed in the difficulty to set-up additional Echo Dots throughout the house.  Have yet to figure out a good solution to allow our kids to each have an Echo Dot that is linked to their own Spotify account and still be able to use the intercom functionality.  Can't link an Echo Dot to a Kids or Teen Amazon account but only two adult accounts are allowed so two Echos/Dots no issue but more then that is a real pain.  Seems to make the intercom feature useless unless you want to all be linked to the same Spotify account and only be able to listen to music on one Echo at a time.  Not well thought out and very frustrating.
","Negative"
"
I have several echo devices, all models.  New Gen4 arrived and setup,  but unable to set alarm sound to what I want, it's stuck to default tone.Worked with support to:  unplug/restart; reset echo gen 4;  uninstall alexa from iphone and ipad; log out of alexa on iphone.  nothing lets me change it.Tried changing from web, iphone, ipad as well, so it's not iOS related on app side.  Has to be physical device imo.All other echo devices working fine, can change alarms or default alarm to any I want, just this new echo stuck on default sound.  Ticket opened for engineering.
","Negative"
"
Easy set up, voice recognition is great and the sound quality when playing music is pretty awesome. I don't have other Alexa home hub devices as yet, so cannot rate that part of it. I also like the feature that allows you to turn off the microphone. There are still many features I haven't had the chance to use yet and will give updates as I use them. Very happy with this purchase!
","Positive"
"
I like ease of setting up Echo 4th generation with premium sound. It works well with very good sound quality. I wish it would show time (like cheaper version Echo Dot) as well as capability to download various languages.
","Positive"
"
Really impressive.
","Positive"
"
Voice recognition sometimes doesnt work
","Positive"
"
Ordered it as we were curious what the big craze was.  It is fun to get music, turn on/off light or ask questions.. about just about anything.  Alexa always answers!!
","Positive"
"
This Echo is wonderful!  It has great sound and I love the music it plays!  I have several ""Alexas"" but this one might just be my favorite!
","Positive"
"
Love it !! Still trying to figure out all the features 👍🏼
","Positive"
"
The first couple of weeks we had problems with it hearing anything. We had to yell at it and it was getting old fast. We thought this was an upgrade from our 3rd gen but we were about to return it. Called tech support and not sure what they did but after a reboot it was working perfectly. We love and the premium sound is very nice. The only complaint we have is the power cord is white while the echo is black.
","Positive"
"
The sound is great and connected to my old dot stereophonic.
","Positive"
"
It does what I expected
","Positive"
"
Device quality great, but Alexa not so much with too many unwanted commercials.
","Negative"
"
I live my Echo, I use to listen to the radio all the time, now I can ask Alexa what I  want to listen to. It's great!
","Positive"
"
I didn’t think the sound was that great although once compare to my Echo Dot, 4th generation, I could tell the difference.My only gripe is that the adapter cord/plug is white. Now why, when the unit is black. It sticks out like a sore thumb on my dark entertainment unit.
","Positive"
"
Sound coming out of round Alexa fills the room with a richness and fullness missing with previous echo.
","Positive"
"
Got this for my lady as a Mother's Day present and I was very skeptical. Now I'm sold. This thing is off the chain just awesome.  the app has so many options to help customize it's just ridiculous. I bought an external battery accessory for it that the echo sits on top of and screws into so I can unplug the echo take it into different parts of the house. This Echo 4th gen is awesome and the lady likes it too
","Positive"
"
Updating - now pretty much unusable. Doesn’t pick up our voice at allUpdating - over time, it has gotten worse. I talk directly to it,  but it never responds. All of the devices in the other rooms much further away answer. Even with an update, the microphone doesn’t work well.Updating my review to one less star. I have an Alexa in my kitchen, my living room (this one) , and my bedroom. Both are dots. You can be standing in the living room talking to the device over it, and the other Alexas respond to you. The microphone is awful. Thinking about returning. I stopped delivery on the 3 to order the 4 when it came out. Now, I wish I didn’t.My black device came with a horrible looking white aftermarket cord that is not Amazon original ; at least match the color.  It sounds ok; I have Alexa devices all around my house and compared to the dot, I think it’s honestly just ok. Not amazing.
","Negative"
"
It was very easy to set up and get started.  I had a little trouble getting it to sync with the other2 I had in the house but I blame my technical skills, not Alexa.
","Positive"
"
I love my new Echo (and 3 Echo dots I got to blanket the house in music). The new Echo sounds fantastic and better than the original Echo it replaced.
","Positive"
"
Tengo los Echo Dot pero el Echo se ve mucho mejor sobre la mesa. El Echo Dot es muy pequeño en cuanto a hacerse notar en la habitación aunque en funcionalidad no noto la diferencia. No he probado el volumen al máximo peros e supone es más potente que los Echo Dot.
","Positive"
"
Love the idea of asking Alexa to play anything I want. However I wish there was an interface to select what plays next from my phone because Alexa doesn’t listen sometimes. 😤 Maybe there is already and I just haven’t figured it out yet.
","Positive"
"
I been thinking about getting another one and using it as stereo sound bar for my tv but what annoys me is I upgraded from the echo 2 and I feel like the echo2 will hear me easier then this one and also my daughter tried to drop into it with her own account and it said it didn't support this function as to my echo2 works no problem.
","Positive"
"
Happily surprised at the quality of sound this speaker produces. Use it all the time. Alexa interface is excellent as well.
","Positive"
"
We are crazy with this little speaker, sound quality is a 10+ and control over other electrical thing like TV and lights are amazing!!!!!!!
","Positive"
"
Bought two of the bowling ball size and really amazed by the sound  ! Well worth the money .
","Positive"
"
But if you whisper from the toilet in another room she responds.  Totally crazy.  I’m getting to the point where I’m going to throw this one away or maybe use it as an extra speaker for more sound and out my original Alexa back up because she listens when you tell her things.
","Negative"
"
Looks nice in our room. Alexa is always ready. The one problem we are having is the device has a problem hearing. We made sure it was on a flat surface with nothing underneath it.  If you speak load, no problem.
","Positive"
"
GREAT sound from this compact device.Base is deep and great if you play the right music.Amazon music is an awesome compliment for this speaker.Been using it non stop since I got it.
","Positive"
"
Overall a very good speaker for multipurpose usage in general.
","Positive"
"
So far so good!  I got the Echo to serve as my smart home hub. I’ve had a SmartThings hubs for a few years and have grown increasingly dissatisfied with it. I have been able to easily migrate all my smart bulbs to the Echo and the glitches are gone!  I have a couple z-wave outlets and some motion sensors that I can’tmove away from SmartThings yet but I’ll be working on solutions to that. I’m very satisfied with this Echo and all the other Alexa plugs, dots, spots and shows we’ve accumulated!
","Positive"
"
It has amazing sound, music sounds absolutely great!I got this for my adult Son who is autistic and totally blind so he can ask Alexa to play any type of music & any song that he wants to hear and hopefully this will encourages him to talk more. He loves to tell her good morning and good night. I think it will become very helpful for him. He just has to remember to say Alexa first. Also he can ask Alexa to make phone calls to family and for him this is awesome.
","Positive"
"
I am a  disabled woman confined to a power wheelchair most of my life. I live on a small fixed income. I have an older affordable flip cell phone. I received the Alexia as a Christmas gift. I was so thrilled until I discovered I need a phone with the ability of applications to use the Alexia. I looked at the prices of smartphones and they are far out of my price range. WHY, did you make Alexia work on applications? And WHY didn't you just build the application into the Alexia? Now I can't use it at all until I can afford to buy a smartphone. So angry with you, I just sat and cried when I found this out. It's always all about making as much money as possible, isn't it? So glad there are fewer days ahead of me than behind me. I will probably never get to use it. I have grown weary of this world of greedy money and power hungry people.
","Negative"
"
I got this at $30 off before Christmas.  I upgraded from my 2nd gen Echo.  The sound quality is better than a 2nd gen but not life alteringly better.  I actually like the new form factor. I purchased the limited edition red and it does look great.  If you are thinking about upgrading from a Dot I recommend it or if you find it on sale it's worth upgrading from a previous gen Echo.  I don't know if its worth a hundred beans to upgrade from a previous gen Echo.
","Positive"
"
My audiobooks and Prime music sound good. Surprisingly good bass plus good treble sound. I also control my zigbee smart bulbs with this and various other alexa controlled sockets.
","Positive"
"
Retired my old echo 1 to a back room. This one does more sounds better and can hear when you say its name and the television is on and turned up.
","Positive"
"
I really do like this, it is great for music. Unbelievable sound quality from such a small device. My only issue is that after paying $99 for it prior to Christmas , I see it all over in stores for as little as $30 and that pisses me off. I can understand a drop in price some but $70 is a sting.
","Negative"
"
I received this in the mail less than one hour ago.  After a simple set up, I cannot stop using it.  This is the most climate friendly, impressive speaker system I have ever had.  Long are the days of extra woofers, tweeters and standing speakers.  This orb packs a punch with incredible sound.  You need not spend another dime on expensive sound equipment.  Buy this, set it up in 2 minutes and play your favorite songs.  You will feel like you are in front of the artist.  The sound is like the Maxell commercial but better
","Positive"
"
Easy to set up. good microphone array, great SOUND. Bass may be a bit over driven, trying to figure how to configure the sound to a more custom setting.
","Positive"
"
Esta bien, es una buena compra para disponer de dispositivos IoT por primera vez, pero algunas veces cuando le hablo a Alexa no responde como esperaba. En la reproduccion de musica, si no pagas una cuenta premium de Spotify o Amazon Music, no esperes que va a reproducir con precisión la musica que a ti te gusta, porque no lo va a hacer. Despues comandos como el tiempo, la temperatura, monitorear otros dispositivos vinculados a Alexa, funciona perfectamente.
","Positive"
"
Love it!
","Positive"
"
The echo is great. Works phenomenal. Sounds great. Everything is an absolute breeze once it’s set up. Really happy with this.
","Positive"
"
Very entertaining. Multiple functions. Given as a gift and I love it. Still learning all of the possibilities that are available.
","Positive"
"
This is my third echo in my house. I wonder if they don't talk with each other when I am not around. I like to listen to music and it is so nice to simply be able to listen to any song whenever I feel like it. I like the personality touches such as when I ask what is the weather forecast and get a reply of "" The weather will be dreary today"".
","Positive"
"
Alexa is amazing with what it can do. The sound quality is about the same as the earlier version we already have which is half the price. We use both.
","Negative"
"
I am only writing this review with four stars because it is goofy to provide a white power supply with a charcoal unit. It just looks weird on the counter. Seems wrong but I guess that is the way it is supposed to be. Otherwise, unit works great and set-up was a snap. I am using it with the battery base and that product sure is nice!
","Positive"
"
I use this mostly as a radio and an alarm clock. I’m new to the “Smart House” stuff, but I’ve hooked this bad boy up to my bedroom’s lights… next to do is the bathroom (I’m in an apartment, so the bath is three feet away) when I can get lights . The sound is great (good bass!), and the voice recognition is really good. I just wish it had some sort of time display.
","Positive"
"
La calidad es buena, solo que ocupas hablarle un poco más alto de lo normal para q pueda reconocer la voz
","Positive"
"
No escuchaba comandos
","Negative"
"
Like .  Very easy to set up.
","Positive"
"
i love this thing so much. my favorite part about it is if you tell it you love it, then it sings a song for you.
","Positive"
"
I love the sound!  I listen to waves for sleep and the sound is incredible! Sounds like I am laying on the beach! I also like the sphere shape over the previous towers. The only issue is information seems limited compared to GOOGLE assistant, meaning I can ask Alexa a question and she replies she doesn't know and then turn and ask my GOOGLE assistant the same question and get my desired answer 99.9% of the time. If you can get past that, it is a great device!
","Positive"
"
The product turns itself on at 3:30 am not sure why !
","Negative"
"
Why did I wait so long to get this???
","Positive"
"
So convenient!  Don’t need to run down battery on my phone using my blue tooth speaker!
","Positive"
"
Absolutely Love this. Read that it might have trouble hooking up because I have Xfinity internet but it could not have been easier. Now I have complete control of all my smart devices, lights, plug-ins, thermostat, tv. I get by when it comes to computers but set up routines like it was nothing.  Very easy to use. Would differently recommend.
","Positive"
"
Echo Alexa does not respond to my voice at all times.  I have had to reset a few times to get response. On the other hand,  my Echo Dot  has been great
","Positive"
"
No complaints with our Echo (4th Gens) we have in every room of our facility to help ease patients while waiting for their consultations/follow-ups/surgical procedures!
","Positive"
"
Much better than the first generation echo, sound and responsiveness wise. Didn't realize this new one has a way of gauging room temperature until I was f'ing around the alexa app to mess with one of the kids and I noticed it was telling me the temp in the room, a little inaccurate, though still a cool hidden feature. Don't regret the upgrade at all and may replace the other first gens soon as well.
","Positive"
"
Tengo una echo dot y siento que tiene más sensibilidad en el micrófono, le puedo hablar normal. A este tengo que gritarle más. El sonido es muy bueno ! Fuera de eso, todo excelente.
","Positive"
"
Nothing I don’t like. It’s great recommend it to everyone
","Positive"
"
I really love my Amazon Echo but what’s up with all these photos of this speaker (including on the box it comes in) showing an attractive digital clock under Echo’s skin … glowing white numbers showing the time? Um, there is no clock. What a disappointment and false advertising.
","Positive"
"
Excelente producto, más de lo que esperaba.Completamente recomendado para aquellos que quieren una asistente en casa para que te ayude mientras te preparas para ir a trabajar.
","Positive"
"
Fun to use.  My son has a blast asking Alexa every question he can think of.  Sound quality is great.
","Positive"
"
I started with a dot to echoes how I have three dots two echoes and this new one I have lots of modules turns my lights my fans everything on
","Positive"
"
I recently upgraded from the old, tall Alexa to this new 4th generation version.  I also got a new Echo Dot with clock.  I loved my old Alexa Echo and old Alexa Dot.  I am not so happy with these newer versions.  Perhaps it's the new shape, but it's clear that the new devices do not pick up on sound as well as the older versions did.  I have to constantly repeat ""Alexa"" to get their attention.  Is the new dome shame inhibiting them in some way?  And also very annoying is the fact that because the light is now at the bottom of the device, instead of at the top of a tower, it's not seen as easily.  So sometimes, Alexa may hear, but the light is not visible.  Why did you ruin a good thing?  The dome shape is not nearly as appealing and it doesn't do the job as well.  Very disappointing.
","Negative"
"
I enjoy the fact that it’s hands free at all time and that  I don’t have to get up off my bed to manually program😁👌🏽.
","Positive"
"
It was very easy to connect
","Positive"
"
I had a 1st generation Echo and got this new one on Prime Day.  It does sound better and it actually works with groups that it is assigned to.  I miss the volume dial on top of my old Echo. I wish there was a trade in path for old Echo, but for now it is moving into my office (the real one not the home office that already has one).
","Positive"
"
The Echo sits unobtrusively in my living room but people like its looks when they notice it. Works like any Akexa-type speaker but puts out much better sound.
","Positive"
"
It’s a good smart component/driver with decent sound. Pretty incredible technology really, so I feel like a jerk complaining about anything, but I wish Alexa wouldn’t assume control of the volume, when I adjust the volume on the echo, or via voice/Alexa, I can no longer control the volume with my phone. I suppose it may be because I am using an iPhone.
","Positive"
"
Easy to set up. Love it!
","Positive"
"
At low volume levels this speaker is just average, a little tincanish even.  The sound is clear in the mid-range, but flat in the wings..  If there is an equalizer it is impossible to find.  Not nearly as good as the original Echo.  But, you need a hub, this is the only choice.  It also skips occasionally, WiFi connection was better on a Dot I had in the same location. The ball design makes the thing an accident waiting to roll off whatever surface. There should be a nesting ring to keep the goofy thing from rolling away.  It is impractical when handling, in that locating controls is mostly visual and not tactile.  Dust sticks to it.  On the plus side in a tiny room it is less disappointing.  In a open area, forget it.
","Negative"
